---, 0, 0, 1f:0e:12:df:e4:32, , -93, 
20/07/2026 03:29:01, -15826327, -47987152, c4:e2:88:a4:ea:3a, , -95, 
20/07/2026 03:34:11, -15826314, -47987138, 50:fd:6a:b9:04:fe, , -78, 12
20/07/2026 03:34:11, -15826314, -47987138, fc:b3:ca:e1:e9:40, , -77, 
20/07/2026 03:38:01, -15826331, -47987146, c3:19:24:c3:66:60, , -77, 
20/07/2026 03:38:04, -15826334, -47987138, e1:b7:11:06:39:ef, , -95, 
20/07/2026 03:40:10, -15826306, -47987098, c0:e1:22:7d:e4:74, , -96, 
20/07/2026 03:41:18, -15826292, -47987083, 7c:b9:e1:37:af:ab, , -88, 11
20/07/2026 03:41:19, -15826289, -47987078, ef:3e:98:30:3b:ed, , -91, 
20/07/2026 03:42:10, -15826157, -47986994, fa:f7:01:cf:b0:6e, , -98, 
20/07/2026 03:54:18, -15826295, -47987115, c7:40:42:0d:69:d1, , -87, 
20/07/2026 03:54:18, -15826295, -47987115, 55:f0:e4:7f:a3:ee, , -69, 12
20/07/2026 03:56:29, -15826302, -47987112, ef:6f:e0:37:c8:30, , -99, 
20/07/2026 03:57:23, -15826320, -47987127, 72:c7:b3:06:82:57, , -93, 
20/07/2026 03:57:25, -15826319, -47987130, e0:88:69:9a:7e:2a, , -100, 
20/07/2026 04:00:25, -15826337, -47987118, d2:2d:64:10:67:7c, , -74, 
20/07/2026 04:11:12, -15826324, -47987145, f9:86:3b:7d:9a:99, , -95, 
20/07/2026 04:14:54, -15826292, -47987205, 53:e5:73:f2:ea:fc, , -67, 12
20/07/2026 04:16:58, -15826275, -47987161, 2f:7c:cb:9d:70:55, , -96, 
20/07/2026 04:16:58, -15826275, -47987161, 22:d0:39:09:35:f1, , -98, 
20/07/2026 04:17:11, -15826272, -47987146, 38:c6:14:d6:1b:f2, , -100, 
20/07/2026 04:17:59, -15826281, -47987116, f9:fe:dd:b1:54:70, , -97, 
20/07/2026 04:18:04, -15826275, -47987115, cb:99:71:30:ef:46, , -95, 
20/07/2026 04:19:01, -15826280, -47987132, f8:a9:10:09:13:b3, , -101, 
20/07/2026 04:29:43, -15826328, -47987030, cb:0d:f5:77:db:15, , -70, 
20/07/2026 04:29:46, -15826328, -47987038, 02:cd:67:6c:b1:02, , -99, 
20/07/2026 04:29:47, -15826327, -47987040, 04:56:c7:2e:b4:86, , -94, 
20/07/2026 04:34:57, -15826313, -47987117, dc:86:33:ec:59:a8, , -91, 
20/07/2026 04:34:59, -15826313, -47987121, 32:d5:63:9d:e6:3c, , -96, 
20/07/2026 04:40:07, -15826279, -47987072, 44:8a:c4:15:d7:90, , -81, 12
20/07/2026 04:40:07, -15826279, -47987072, 71:30:b9:f7:8b:52, , -95, 15
20/07/2026 04:40:08, -15826279, -47987074, f1:dc:fe:86:75:fd, , -70, 
20/07/2026 04:40:10, -15826279, -47987076, de:87:3d:35:ef:94, , -96, 
20/07/2026 04:45:35, -15826283, -47987100, c5:c7:ce:ab:ce:fd, , -77, 
20/07/2026 04:45:35, -15826283, -47987100, 02:aa:89:13:0e:2e, , -96, 
20/07/2026 04:45:36, -15826283, -47987100, 0f:1c:bc:cb:05:b8, , -94, 
20/07/2026 04:48:39, -15826252, -47987115, fc:69:7b:4c:81:3b, , -93, 
20/07/2026 04:48:39, -15826252, -47987115, c8:25:2c:87:b6:79, , -95, 
20/07/2026 04:50:00, -15826243, -47987075, 2b:97:99:04:66:34, , -92, 
20/07/2026 04:51:23, -15826218, -47987089, 3a:8f:6b:6f:10:55, , -93, 
20/07/2026 04:52:39, -15826297, -47987029, 37:26:a2:a1:b1:2e, , -94, 
20/07/2026 04:52:40, -15826297, -47987029, 04:25:16:f5:25:ba, , -93, 
20/07/2026 04:54:30, -15826347, -47987119, 23:b4:30:69:35:d7, , -94, 
20/07/2026 04:55:33, -15826333, -47987141, 91:74:0a:10:42:41, , -99, 
20/07/2026 05:01:00, -15826313, -47987112, 50:f6:10:39:69:13, , -74, 12
20/07/2026 05:01:01, -15826312, -47987112, e9:de:c1:a9:1b:b9, , -75, 
20/07/2026 05:01:01, -15826312, -47987112, 0b:d0:82:c2:80:6a, , -88, 
20/07/2026 05:01:01, -15826312, -47987112, 20:71:e3:8f:44:72, , -92, 
20/07/2026 05:01:02, -15826312, -47987112, eb:1d:b1:b5:2b:df, , -98, 
20/07/2026 05:11:27, -15826263, -47987095, 2f:87:59:b0:34:a4, , -94, 
20/07/2026 05:11:28, -15826263, -47987095, 33:29:0c:d3:66:f7, , -94, 
20/07/2026 05:16:35, -15826276, -47987163, d5:3c:81:92:b8:ab, , -78, 
20/07/2026 05:16:39, -15826277, -47987161, d9:06:a7:b4:d2:d6, , -93, 
20/07/2026 05:16:39, -15826277, -47987161, 79:4c:5b:f3:dc:60, , -97, 0
20/07/2026 05:21:51, -15826320, -47987162, e8:67:75:06:8d:e8, , -102, 
20/07/2026 05:21:51, -15826320, -47987162, dd:73:96:1d:40:57, , -93, 
20/07/2026 05:26:58, -15826323, -47987160, 7b:0b:94:84:50:48, , -70, 12
20/07/2026 05:32:11, -15826254, -47987114, e7:13:9d:b0:54:8a, , -73, 
20/07/2026 05:32:11, -15826254, -47987114, ea:4b:ca:17:fb:74, , -88, 
20/07/2026 05:42:35, -15826267, -47987126, d9:42:67:76:74:a8, , -94, 
20/07/2026 05:47:45, -15826269, -47987099, 4e:d5:1f:8e:71:b4, , -70, 12
20/07/2026 05:47:45, -15826269, -47987099, e5:e6:63:f6:a1:7a, , -83, 
20/07/2026 05:51:57, -15826294, -47987133, 45:43:b0:31:52:98, , -91, 8
20/07/2026 05:51:57, -15826294, -47987133, c9:20:e9:dc:26:d7, , -93, 
20/07/2026 05:55:11, -15826342, -47987169, 77:dd:e2:7e:37:53, , -91, 12
20/07/2026 05:55:15, -15826341, -47987167, 62:4e:13:94:b3:8c, , -95, 
20/07/2026 05:55:15, -15826341, -47987167, c7:13:8b:be:4a:3c, , -99, 
20/07/2026 05:55:16, -15826341, -47987167, c8:ed:42:fa:19:88, , -96, 
20/07/2026 05:55:22, -15826337, -47987160, dc:ef:79:f5:29:fa, , -94, 
20/07/2026 05:55:29, -15826332, -47987157, cc:0b:54:52:64:d1, , -91, 
20/07/2026 05:56:03, -15826285, -47987121, 48:54:65:f4:da:0c, , -98, 8
20/07/2026 05:56:05, -15826283, -47987121, d4:bd:a2:87:58:c4, , -103, 
20/07/2026 06:01:33, -15826280, -47987117, 22:9e:b1:5d:71:6c, , -96, 
20/07/2026 06:01:35, -15826282, -47987119, e4:0f:88:84:c9:ba, , -96, 
20/07/2026 06:01:35, -15826282, -47987119, f5:ee:6c:a2:9c:e5, , -88, 
20/07/2026 06:01:35, -15826282, -47987119, 3b:21:ed:c1:f7:fc, , -97, 
20/07/2026 06:01:36, -15826280, -47987117, 06:f9:bd:7d:9e:54, , -100, 
20/07/2026 06:06:45, -15826231, -47987046, 09:dc:12:49:e9:df, , -95, 
20/07/2026 06:06:50, -15826235, -47987056, 24:14:ac:84:3b:06, , -96, 
20/07/2026 06:11:58, -15826242, -47987079, 58:e6:e9:4e:e2:62, , -95, 12
20/07/2026 06:12:02, -15826238, -47987072, 2f:c5:69:85:91:f6, , -97, 
20/07/2026 06:17:11, -15826250, -47987090, e6:72:f9:09:f1:1a, , -89, 
20/07/2026 06:17:12, -15826251, -47987092, fd:9a:8d:44:0c:77, , -84, 
20/07/2026 06:22:21, -15826304, -47987133, c3:f5:c2:ca:e8:87, , -97, 
20/07/2026 06:22:22, -15826304, -47987133, e6:67:7f:80:69:86, , -94, 
20/07/2026 06:22:22, -15826304, -47987133, 5d:15:d1:30:9c:43, , -94, 
20/07/2026 06:22:22, -15826304, -47987133, 00:eb:18:8b:a1:70, , -96, 
20/07/2026 06:22:24, -15826305, -47987136, 3e:86:34:71:16:ce, , -101, 
20/07/2026 06:27:34, -15826287, -47987119, fb:b4:01:11:d4:af, , -97, 
20/07/2026 06:27:35, -15826287, -47987119, ff:b4:d9:e2:3c:bf, , -94, 
20/07/2026 06:27:35, -15826287, -47987119, d8:9c:af:b5:fb:9a, , -90, 
20/07/2026 06:32:46, -15826314, -47987161, d3:e1:9f:54:0b:51, , -92, 
20/07/2026 06:32:46, -15826314, -47987161, 79:1d:0c:65:0e:12, , -85, 
20/07/2026 06:32:46, -15826314, -47987161, ee:21:8a:d3:49:1e, , -90, 
20/07/2026 06:37:58, -15826322, -47987160, 47:24:48:99:b4:f3, , -87, -2
20/07/2026 06:37:58, -15826322, -47987160, fd:05:88:68:76:c3, , -92, 
20/07/2026 06:38:00, -15826322, -47987161, 41:42:cd:b5:94:61, W84 Pro MAX, -99, 
20/07/2026 06:38:02, -15826323, -47987161, f0:2c:7b:9b:b4:d4, , -92, 
20/07/2026 06:43:11, -15826299, -47987122, 62:c6:1b:21:49:da, , -81, 12
20/07/2026 06:43:12, -15826301, -47987123, e0:8a:b7:65:fe:3f, , -94, 
20/07/2026 06:48:22, -15826323, -47987151, e3:a1:0c:4e:3a:44, , -85, 
20/07/2026 06:53:34, -15826353, -47987157, c8:9d:ca:8b:c0:a1, , -96, 
20/07/2026 08:14:04, -15826276, -47987500, 28:e6:a9:07:00:f6, , -93, 
20/07/2026 08:14:04, -15826276, -47987500, 00:7c:2d:a4:ac:e4, , -91, 
20/07/2026 08:14:06, -15826279, -47987492, 49:23:03:17:26:43, , -94, 12
20/07/2026 08:14:07, -15826280, -47987489, c1:8d:a7:0f:9a:7f, , -96, 
20/07/2026 08:14:07, -15826280, -47987489, eb:b8:37:84:a6:c1, , -88, 
20/07/2026 08:14:08, -15826281, -47987486, 7e:86:1a:9c:cb:83, , -91, 
20/07/2026 08:14:12, -15826281, -47987476, d3:d4:e8:98:5a:f1, , -97, 
20/07/2026 08:16:41, -15826292, -47987419, d3:19:28:45:3a:72, , -97, 
20/07/2026 08:17:38, -15826297, -47987356, cc:c1:42:48:e3:23, BYD BLE3, -94, 
20/07/2026 08:17:47, -15826291, -47987361, 54:52:c0:00:c8:d3, Infinix Watch S5, -94, 
20/07/2026 08:36:16, -15838282, -47976569, e2:bb:9e:58:2b:a0, L3250 Series, -91, 
20/07/2026 09:19:55, -15838451, -47976354, 52:2c:bf:f5:b6:22, , -73, 0
